username,comment,commentDate,comments,label
setiyautomo,"Yg kalah pasti bilang ""CURANG""...terus  saja  terus sampe  pemilihan umum  taun dpan",2024-03-14T16:04:03.000Z,"b'The one who loses will definitely say ""CHEATING""... just keep going until next year's general election'",NEGATIVE
arikkingers_135cc,Hhh ngerti Dewe toh Jawa timur 🔥🔥,2024-03-14T16:05:25.000Z,b'Hhh I know you're from East Java',POSITIVE
99_rinianggraini,"Aceh kok gada  sebenarnya ? Kan netijen mau liat  juga ,  perasaan provinsi di Indonesia  tidak  cuma 20 deh",2024-03-14T16:06:07.000Z,"Why doesn't it actually exist in Aceh? Netizens want to see too, the feeling of provinces in Indonesia is not just 20, right?",POSITIVE
akbarjuli0217,Udah akui saja mari bersatu...,2024-03-14T16:06:29.000Z,"b'Just admit it, let's unite...'",POSITIVE
moh_ramli_indonesia,Smoga prabowo  tidak  lama2 jd president agar segera  Bapak  gibran  yang  naik jd presiden,2024-03-14T16:07:26.000Z,"""Hopefully Prabowo won't be president for long so that soon Mr. Gibran will become president""",POSITIVE
khinqu,Ada  yang  GK terima?...yuk  pemilihan umum  ulang😂,2024-03-14T16:08:53.000Z,Is there anyone who doesn't accept it?...let's have another general election',NEGATIVE
hajierzanetti,yang  brsaing hanya di DKI dan Riau Aceh..lainnya kalah telak..mgkin Kata CURANG itulah  yang  mengobati rasa kekalahan..😢😢,2024-03-14T16:09:54.000Z,The only ones competing were in DKI and Riau Aceh..the others lost badly..maybe the word CHEAT is what cures the feeling of defeat..',NEGATIVE
prayoga_501,"@aniesbaswedan  @ganjar_pranowo ,,, Fix  Bapak  yaa. 👏",2024-03-14T16:09:56.000Z,"b'@aniesbaswedan @ganjar_pranowo... Fix it, sir. '",POSITIVE
ardhydalimunthe,Kok provinsi aceh dan sumatera barat  tidak  di tampilkan? 😂,2024-03-14T16:10:50.000Z,b'How come the provinces of Aceh and West Sumatra are not shown? ',POSITIVE
winlembong,Prabowo RI,2024-03-14T16:12:14.000Z,b'Prabowo RI',POSITIVE
paul_gilbert11,Jawa timur poolll🔥🔥02,2024-03-14T16:12:41.000Z,b'East Java poolll02',POSITIVE
eka_karisma5758,Kalah telak dimana2,2024-03-14T16:14:03.000Z,b'Losing badly everywhere',POSITIVE
bhontot21,02 mantabb...,2024-03-14T16:14:20.000Z,b'02 mantabb...',POSITIVE
amry_re,"Masukan @beritasatu  cara penulisan bilangan tidak tepat , haruanya rata kanan (rata satuan)   kalau  kayak gini menyulit kam pembaca",2024-03-14T16:18:55.000Z,"b'Input @beritasa way of writing numbers that is not correct, it has to be aligned to the right (average units) if it's like this it will be difficult for you readers'",NEGATIVE
radyan88,Sakarep mu lah,2024-03-14T16:20:12.000Z,b'Sakarep you lah',NEGATIVE
amrinadiandi,masyarakat  sulawesi tenggara siap menunggu pelantikan prabowo gibran🔥🔥🔥,2024-03-14T16:26:43.000Z,b'The people of Southeast Sulawesi are ready to wait for the inauguration of Prabowo Gibran',POSITIVE
awan_panggabean,Kamu yakin suara saya segitu?😂😂😂😂😂 MUKAKKKKK WOY TARUH MANA???,2024-03-14T16:28:20.000Z,b'Are you sure I sound like that? MUKAKKKKK WOY WHERE DO YOU PUT???',NEGATIVE
dewa88holiday,Jawa barat kok  tidak  ada,2024-03-14T16:28:51.000Z,"b West Java, how come there aren't any'",POSITIVE
official_gondess,Kasihan  yang  masih teriak-teriak,2024-03-14T17:29:20.000Z,b'Poor people who are still screaming',NEGATIVE
isasyabillaa,haha... nikmatin ya hasil pajak n beras naik . dasar pendukung BODOH 😂😂,2024-03-14T17:32:44.000Z,language... enjoy the increase in tax and rice results. you STUPID supporters',NEGATIVE
hendy_tjong,kasihan Anak Abah Makin menjerit 😂,2024-03-14T17:33:09.000Z,b'pity Son Abah is screaming more and more',NEGATIVE
rizky_mbom,jawa timur 16 juta punjull 🔥🔥🔥,2024-03-14T17:38:52.000Z,b'east Java 16 million punjull',NEGATIVE
brutuspanggabean,"Kalau ingin terhormat dan bermartabat di mata dunia, ayo... silahkan paslon 01&03 serta semua pendukungnya mendeklarasikan dukungan penuh bagi  calon presiden 02 terpilih yakni @Prabowo dan @gibran_rakabuming dalam memimpin Indonesia 5 tahun ke depan meneruskan kepemimpinan Presiden Jokowi. 🇮🇩",2024-03-14T17:40:58.000Z,"b'If you want honor and dignity in the eyes of the world, come on... please candidate pairs 01&03 and all their supporters declare their full support for the elected presidential candidates 02, namely @Prabowo and @gibran_rakabuming in leading Indonesia for the next 5 years, continuing President Jokowi's leadership. '",POSITIVE
warokkamikhael,Sulut  tidak  ada 🤭,2024-03-14T17:48:23.000Z,b'Sulut doesn't exist',NEGATIVE
dediwan11,Presiden RI 2024 🇲🇨 bapak @prabowo dan wakil presiden bapak @gibran_rakabuming 👏❤️🙌,2024-03-14T17:49:50.000Z,b'President of the Republic of Indonesia 2024 Mr @prabowo and vice president Mr @gibran_rakabuming',POSITIVE
zlb567,All in pragib,2024-03-14T17:53:30.000Z,b'All in pragib',NEGATIVE
sudaryantievi,Hoax..🔥,2024-03-14T17:55:15.000Z,b'Hoax..',NEGATIVE
arifin_estrada,Heran am  yang  kalah gua  tidak  terima tuduhannya bayak kali lgi,2024-03-14T17:55:51.000Z,"b'I'm surprised I'm the one who lost, I didn't accept his accusations more times'",NEGATIVE
rhyzenlzr_1,PEaNIS mana? Wkwkw,2024-03-14T18:00:39.000Z,b'Which PEANIS? haha',NEGATIVE
hermansya_17,Tunjukan curang di mna,2024-03-14T18:04:06.000Z,Show me where the cheat is',NEGATIVE
eddymawardi,SYUKUR ALHAMDULILAH PRABOWO - GIBRAN PRESIDEN & WAKIL PRESIDEN THN 2024..,2024-03-14T18:06:45.000Z,GRATITUDE ALHAMDULILAH PRABOWO - GIBRAN PRESIDENT and VICE PRESIDENT IN 2024..',POSITIVE
anisbaswedan2024,😂 dinasti ko di pelihara,2024-03-14T18:07:11.000Z,b' Ko dynasty is preserved',NEGATIVE
wabollot,😂,2024-03-14T18:10:11.000Z,b'',POSITIVE
onyis87,"Fenomena sekali  pemilihan umum  tahun ini,,, 2 basis musuh di lahap saja dengan pertarungan di wilayah masing2 dan unggul 02. 😮😮👏👏",2024-03-14T18:11:44.000Z,"b'What a phenomenon this year's general election is, 2 enemy bases were just devoured by fighting in their respective regions and winning by 02.'",NEGATIVE
onyis87,Buzzer cair.. 😂,2024-03-14T18:12:29.000Z,b'Buzzer cair.. ',NEGATIVE
aly_maghriby,nan,2024-03-14T18:18:05.000Z,b'in',NEGATIVE
asam_sulpat,Makan tu  yang  dukung 02 bikin sengsara  masyarakat,2024-03-14T18:29:57.000Z,b'Eating is what supports 02 making society miserable',NEGATIVE
zzzalxy,lihat kan Djawa adalah kunci,2024-03-14T18:39:26.000Z,b'see Javanese is the key',POSITIVE
mahmedkandow,Hanya ingin tertawa melihat ini😂😂😂😂 bansos bansosss,2024-03-14T18:42:04.000Z,Just want to laugh seeing this social assistance social assistance',NEGATIVE
hendrick_abraham07,Jawa Barat??,2024-03-14T18:54:59.000Z,b West Java??',NEGATIVE
triputrafirman,"PPN 12 % , SEMBAKO NAIK , BBM NAIK , 👏👏👏👏👏",2024-03-14T18:59:43.000Z,"b'VAT 12%, GRAPES UP, BBM UP,'",NEGATIVE
magura_uragan,Pasti yang sebelah akan demo berjilid2 .,2024-03-14T18:59:45.000Z,b'I'm sure the one next door will have 2 volumes of demos.',NEGATIVE
wiwit_margiono_,Jateng Jatim🔥🔥🔥 niceeeee,2024-03-14T19:04:13.000Z,b'Central Java East Java niceeeee',NEGATIVE
wiwit_margiono_,Mau nge tag cak lontong  tidak  bisa😂,2024-03-14T19:05:01.000Z,"b'I want to tag cak lontong, I can't'",NEGATIVE
jackrastafara01,"Taik puki... Klo prabowo jdi presiden, gue  tidak  mau byr pajak apa pun...",2024-03-14T19:05:38.000Z,"Tai puki... If Prabowo becomes president, I don't want to pay any taxes...'",NEGATIVE
agus.indarto68,Ada yang ngarep putaran kedua 😂😂😂😂 biarin sajaaa ..asalkan  tidak  mengganggu orang atau jalan telanjang di jalanan,2024-03-14T19:27:29.000Z,"b'There are those who are looking forward to the second round, just leave it alone...as long as you don't disturb people or walk naked on the street'",NEGATIVE
sulistyo.slamet,@alex.anyakit sudah jelas yeeeee,2024-03-14T21:01:37.000Z,b'@alex.anyakit it's clear yeeeee',POSITIVE
dwiseptianyudis,?,2024-03-14T21:03:20.000Z,b'?',NEGATIVE
rafapropertymalang,TELAK,2024-03-14T21:06:32.000Z,b'STOP',POSITIVE
aples85,Jawa Timur. Full 02. 16jt lebih pemilih nyq,2024-03-14T21:09:56.000Z,East Java. Full 02. 16 million prefer it',POSITIVE
satria_brata_salma,"Saya nyoblos  karena  pengin lihat ibukota pindah  dari  jakarta, biar jakarta berkurang macetnya",2024-03-14T21:10:09.000Z,"b'I voted because I wanted to see the capital moved from Jakarta, so that Jakarta would be less congested'",POSITIVE
adietya1974,Semua  yang  mendukung kecurangan dan kelicikan pasti akan mempertanggungjawabkan kelak di akherat...jgn senang dulu kita semua kelak akan mati.,2024-03-14T21:11:53.000Z,"b'All those who support cheating and cunning will definitely be held accountable in the afterlife...don't be happy, we will all die in the future.'",NEGATIVE
zoel_azham02,Munafik kl 02 menang,2024-03-14T21:14:09.000Z,b'It's hypocritical if 02 wins',NEGATIVE
esmekareem,Jawa barat  tidak  ada ya ???,2024-03-14T21:15:57.000Z,"b West Java doesn't exist, right???'",POSITIVE
nauranadhifa267,Jawa Timur ada salah satu suara q utk  Bapak  prabowo,2024-03-14T21:16:15.000Z,East Java has one wa vote for Mr Prabowo',POSITIVE
zona_quadra_jabodetabek,Lagi puasa yak jan maen🔥🔥 bae😂,2024-03-14T21:18:05.000Z,"b'I'm still fasting, jan maen bae'",POSITIVE
w_ainnurachman,Kalian percaya suara saya segitu.....prengessssss hak angket 😂😂😂😂😂😂,2024-03-14T21:18:49.000Z,b'You believe my voice that much.....prengesssss right of inquiry',NEGATIVE
makhfud10,"Masih dibilang algoritma si rekap KPU mematok suara pasangan "" 03 "" di angka 17%?????FRAMING KONYOL",2024-03-14T21:20:25.000Z,"It's still said that the KPU's sirekap algorithm turned off the vote for pair ""03"" at 17%?????RIDIBLE FRAMING'",NEGATIVE
jolux_17,mantab 02 ❤️❤️❤️,2024-03-14T21:21:42.000Z,b'awesome 02',POSITIVE
robyincobator,"Dah telak  tidak  bisa ngelak ,mau teriak2 curang juga percuma😂",2024-03-14T21:27:13.000Z,"b'I can't help it, I want to shout cheats for free'",NEGATIVE
menjual_mesin_fotocopy_riau,Orak picoyooo😂,2024-03-14T21:30:31.000Z,b'Orak picoyooo',NEGATIVE
iwan.muharam99,KPU TIDAK JUJUR ! TIDAK BISA DIPERCAYA ! PARAH !,2024-03-14T23:04:08.000Z,b'KPU IS NOT HONEST! CAN NOT BE TRUSTED ! CRITICAL !',NEGATIVE
juniorlalujan,Sakit hati anak anak abah.,2024-03-14T23:05:25.000Z,b'My children's hearts hurt.',NEGATIVE
mystrious_21,Jakarta menginginkan “perubahan” 🗿,2024-03-14T23:14:10.000Z,b'Jakarta wants change',NEGATIVE
renaldynathanael,Yang paling sedikit  biasanya yang paling berisik,2024-03-14T23:19:20.000Z,b'The fewest are usually the noisiest',NEGATIVE
yapsnico,Kalian percaya angka saya segitu??? 😂,2024-03-14T23:21:41.000Z,Do you believe my numbers like that??? ',NEGATIVE
linnachen74,02❤️❤️ Ok gas Bosque 😍😍,2024-03-14T23:21:42.000Z,b'02 Ok gas Bosque',POSITIVE
alfin.radhika.hakim,"Gk prlu dipublish,  karena  hasil pilpres sudah tau sejak januari 2024..😂😂😂",2024-03-14T23:22:52.000Z,"There's no need to publish it, because the results of the presidential election have been known since January 2024...'",POSITIVE
dendi_hardiyan,Ok Gassssss 🔥🔥🔥,2024-03-14T23:28:26.000Z,b'Ok Gassssss ',POSITIVE
ramadhanabsolution,"Pejabat naik gaji,  masyarakat  naik pajak, negara kok suka kali menindas  masyarakat  nya, nanti yang mengkritik di penjara kan begitu kelompok tertentu di bela, negara apa ini sedih kali ahhh 😢😢😢",2024-03-14T23:31:03.000Z,"b'Officials are getting salary increases, taxes are going up on society, how come the state likes to oppress its people, then those who criticize will be jailed once certain groups are defended, what country is this sad ahhh'",NEGATIVE
harum.sr,"Gw baru tau ternyata  masyarakat  Kalimantan  tidak  ada  yang  suka  sama  Ganjar. Suaranya hancur lebur di semua Kalimantan. Jgn kan Kalimantan, di pulau Jawa pun nyungsep! Selamat 02 menang telak dimana2 👏👏",2024-03-14T23:32:22.000Z,"I just found out that the people of Kalimantan don't like Ganjar. His voice was destroyed throughout Kalimantan. Don't worry about Kalimantan, it's even on the island of Java! Congratulations 02 win landslide everywhere'",NEGATIVE
raharjovic_yu,"Kasihan KPU kerja 5 tahun sekali,sekali kerja di bilang kgak bener.....😂😂😂",2024-03-14T23:36:51.000Z,"b'It's a pity that the KPU works once every 5 years, once it's said it's not right.....'",NEGATIVE
restucherry,"Selamat untuk Presiden terpilih, semoga apa yang di katakan keberlanjutan ""Pro Rakyat"" Kita lihat 5 tahun mendatang. Bismillah Rakyat Indonesia Sejahtera. 🙏",2024-03-14T23:38:07.000Z,"b'Congratulations to the President-elect, I hope that what is said will continue to be ""Pro-People"" We will see in the next 5 years. Bismillah, Prosperous Indonesian People. '",POSITIVE
santri.classic18,Wkkwkww 02 pokok nya  yang  angka nya jut2 an 😂,2024-03-14T23:43:06.000Z,b'Wkkwkww 02 trees whose number is jut2 an',NEGATIVE
joshuaeric66__,All in prabowo gibran pokoke 🔥🔥,2024-03-14T23:48:08.000Z,b'All in prabowo gibran principale',NEGATIVE
yusrizal3196,Hasil TIPU nasional rezim planga plongo,2024-03-14T23:48:22.000Z,National TIPU results of the planga plongo regime',NEGATIVE
dettydwi604,01 dan 03 dah lihat kan jadi  tidak  usah demo demo buang waktu  saja 😂,2024-03-14T23:49:14.000Z,"I've seen b'01 and 03, so there's no need for demos, just waste of time'",NEGATIVE
kang_bu_72,@khafilul_ula21  oh ini perkara hujan ber hari hari ternyata banteng menangis di kandang jateng 😂😂😂😂😂😂,2024-03-14T23:49:49.000Z,b'@khafilul_ula21 oh this is a case of raining for days it turns out the bull is crying in the cage in Central Java',NEGATIVE
sgngprasetiyo,Alhamdulillah. Satu Putaran cukup,2024-03-14T23:55:59.000Z,b'Thank God. One round is enough',POSITIVE
sgngprasetiyo,"Yang sabar ya, yang legowo. Biar Adem",2024-03-14T23:58:40.000Z,"b'The one who is patient, yes, the one who is humble. Let's Cool'",POSITIVE
0_stanly_0,Curang ..curangg...kata si keok😂😂,2024-03-15T00:01:23.000Z,b'Cheating...cheating...said the cluck',NEGATIVE
tha121273,rekap curang saraapp😂😂,2024-03-15T00:01:53.000Z,b'saraapp cheating recap',NEGATIVE
adjiemoelyadie,Hidup Gemoy..,2024-03-15T00:03:25.000Z,b'Gemoy Life..',POSITIVE
ardian_eja,All in Prabowo Gibran,2024-03-15T00:09:17.000Z,b'All in Prabowo Gibran',POSITIVE
imanuelintansukandar,Ghibah kok bangga,2024-03-15T00:09:57.000Z,b'Ghibah is so proud',NEGATIVE
real.smart888,jerit curang terusss..dana kampanye paling banyak...yahh jangan maling teriak malinglah,2024-03-15T00:12:02.000Z,"keep shouting cheating.. the most campaign funds... well don't steal, shout, steal'",NEGATIVE
rauhawasadad,Wew jakarta ternyata 02,2024-03-15T00:12:10.000Z,b'Wew Jakarta turns 02',NEGATIVE
sukri0185,N,2024-03-15T00:12:58.000Z,b'N',POSITIVE
faizfauzan2910,@saidramadhan.srh @aldoadityaa @fahrizalfahmi24 🔥🔥🔥,2024-03-15T00:15:01.000Z,b'@saidramadhan.srh @aldoadityaa @fahrizalfahmi24 ',NEGATIVE
jb5_jetbuscania,Djawa adalah koentji👏👏🔥,2024-03-15T00:19:24.000Z,b'Djava is koentji',NEGATIVE
samsirsinurat,"Abah gmana ?, menang  tidak  ya...",2024-03-15T00:19:35.000Z,b'What about you? Did you win or not...',NEGATIVE
joe_susantyo,Makin diulang makin ngedrop,2024-03-15T00:23:47.000Z,b'The more it is repeated the more it drops',NEGATIVE
nyonya_besar_homestore,Jawa Tengah dan Jawa timur woww 02 👏👏👏🔥🔥,2024-03-15T00:24:47.000Z,b Central Java and East Java woww 02 ',POSITIVE
joe.n.joe,Kalah telak masih ngeyel.. 😂,2024-03-15T00:33:40.000Z,b'Losing badly is still annoying..',NEGATIVE
sonysp615,Dirty vote curang menang emang harus curang,2024-03-15T00:38:18.000Z,Dirty vote cheating to win really has to be cheating',NEGATIVE
wisnuclwisnu,Di anggap curang gpp...ikhlas.. Asal  tidak  di anggap bantuan dari dukun... 😂😂😂 pembuktian nya rumit... Kalau situ anggap kita curang buktikan... Terus jaminan  tidak  kalau situ bersih... 🔥🔥,2024-03-15T00:40:41.000Z,"b'It's okay to think it's cheating...sincere...As long as it's not considered help from a shaman...the proof is complicated...If you think we're cheating, prove it...Then the guarantee is not if it's clean...'",NEGATIVE
vilina_p,jabar belum?....meni lila ich...,2024-03-15T00:42:14.000Z,have you explained yet?...meni lila ich...',POSITIVE
anbahudaya,"""Kalian percaya suara saya segitu?"" Quote of the year",2024-03-15T00:46:48.000Z,"b'""Do you believe my voice that much?"" Quote of the year'",NEGATIVE
aldjafaralam,Sumut sama Aceh kok  tidak  ada,2024-03-15T01:10:29.000Z,b'Why don't North Sumatra and Aceh exist',POSITIVE
pandukwn,Imin ngarep suara di jatim ternyata  tidak  laku 😂😂😂,2024-03-15T01:14:31.000Z,b'I'm hoping for votes in East Java but it turns out it doesn't sell',NEGATIVE
rdappp_____,Apa di tag orangnya 🙌,2024-03-15T01:18:41.000Z,bWhat's the person tagged in?,NEGATIVE
uli_hrj,O2 menyala 🔥,2024-03-15T01:21:05.000Z,b'O2 lit',POSITIVE
anggita7908,ALHAMDULILLAH AMIN MENANG YA ALLAH YAA ROBBI..🤲☝️👊👊👊🇮🇩🇮🇩🇮🇩,2024-03-15T01:21:11.000Z,b'ALHAMDULILLAH AMEN WIN YA ALLAH YAA ROBBI..',POSITIVE
saktipe,"Kl bisa curang, angkanya besar juga ya.",2024-03-15T01:25:42.000Z,"B'If you can cheat, the numbers are big too, right?",NEGATIVE
meli.yana.52090008,Kalimantan selalu dukung  Bapak  Prabowo Gibran,2024-03-15T01:44:38.000Z,b'Kalimantan always supports Mr Prabowo Gibran',POSITIVE
maysadumpies,itu buzzer 01 pasti ngeronta”,2024-03-15T01:52:05.000Z,b'it's buzzer 01 must be crying',NEGATIVE
linkasamisami455,Tidak usah dihitung sudah tau yang menang 02 kok repot,2024-03-15T01:55:14.000Z,"b'You don't need to count if you already know who won 02, why bother'",NEGATIVE
nuning_set,17 propinsi lagi ya,2024-03-15T01:58:28.000Z,b'17 more provinces yeah',POSITIVE
mailzz,Juara umum ini mah,2024-03-15T02:12:40.000Z,b'This is the overall champion',POSITIVE
sopo_senggowo_akunku,🔥🔥q,2024-03-15T02:22:12.000Z,b'q',POSITIVE
ancahyaacas,😮😂😂😂😂,2024-03-15T02:36:35.000Z,b'',POSITIVE
chris__moontela,Yakin suara segitu ? Kata battery lowbat,2024-03-15T02:49:35.000Z,b'Are you sure it sounds like that? Says battery low,NEGATIVE
latief_marssy,Wow!! Nggak nyangka JaTim😮 efek cak Imin kah?😂,2024-03-15T02:55:50.000Z,b'Wow!! Didn't you expect that East Java would have the effect of Imin's cak?,NEGATIVE
jawe_encank,Masya Allah....semoga Indonesia makin baik kedepannya pemerataan dilanjutkan dan banyak lagi lapangan kerja. Aamiin ya robb,2024-03-15T03:03:29.000Z,"b'Masya Allah....hopefully Indonesia will be better in the future, equality will continue and there will be more job opportunities. Amen, Robb'",NEGATIVE
akang_ola,"Baru 21 Provinsi,.,.,,..,19 Provinsi Lagi.,,.,.,.,,,,,, 2 Putaran",2024-03-15T03:13:21.000Z,"b'New 21 Provinces,.,.,,..,19 More Provinces.,,.,.,.,,,,,, 2 Rounds'",NEGATIVE
daniishak86,Pemilu cuma kedok demokrasi😂😂😂,2024-03-15T03:25:22.000Z,b'Elections are just a guise of democracy',NEGATIVE
feriyanto00,"Siapapun  yang  menang semoga amanah dan bisa dipertanggungjawabkan dunia akhirat. Jd pemimpin keluarga saja kalau tidak bertanggungjawab dan tidak adil  pada  anak istri bisa memberatkan di akhirat, apalagi jd pemimpin negara  yang  besar tggung jawabnya",2024-03-15T03:37:02.000Z,"b'Whoever wins will be trustworthy and accountable in the afterlife. ""Just being a family leader, if you are irresponsible and unfair to your wife and children, can be burdensome in the afterlife, let alone being a leader of a country with big responsibilities.""",NEGATIVE
mika_tani,"Coba gibran  jadi cawapres 01 atau 03, pasti  tidak  ada yang teriak curang .. 😂😂😂. Kasian memang yang kalah tu",2024-03-15T03:50:33.000Z,"b'Try Gibran to be vice presidential candidate 01 or 03, surely no one will shout cheating... It's a shame that you lost",NEGATIVE
adyudhagautama,Oke gas berkelanjutan,2024-03-15T04:03:47.000Z,b'Okay sustainable gas',POSITIVE
angga.diimas,terus...  masih  mau gugat?,2024-03-15T04:04:52.000Z,b'then... do you still want to sue?',NEGATIVE
kabalmay.my,Waah selamat yah @aniesbaswedan bikin drama terus sampe sukses. Halu 🗿🗿💩💩,2024-03-15T04:24:18.000Z,"Wow, congratulations @aniesbaswedan for making dramas until they are successful. Halu'",NEGATIVE
m.migor99,Kog bisa kalah Imam Mandi.. All in Prabowo 🔥🔥🔥 Alhamdulillah menang 🏆,2024-03-15T04:27:40.000Z,b'Kog can lose Imam Mandi.. All in Prabowo Alhamdulillah wins',NEGATIVE
ocha_sj,Jawa Timur  dan Jawa Tangah 02 rajanya pantesan ada  yang  kejang kejang😂,2024-03-15T05:13:22.000Z,East Java and Central Java 02 kings no wonder someone has had a seizure',NEGATIVE
titasetiawaty,* yang  menang di putaran pertama,2024-03-15T05:22:28.000Z,b'* who wins in the first round',POSITIVE
radit_12345556,Jateng gile gile GANJAR bisa kalah telak,2024-03-15T05:36:51.000Z,b'Jateng gile gile gile GANJAR can lose decisively',NEGATIVE
pendra55,Aceh  tidak  dikasih nampak,2024-03-15T06:12:08.000Z,Aceh is not visible,POSITIVE
armanharefa11,👏👏👏🔥🔥🔥,2024-03-15T06:36:34.000Z,b'',POSITIVE
ajat_mnd,👏👏👏👏👏,2024-03-15T06:39:21.000Z,b'',POSITIVE
4lam5yah____,NTB ngk ikut memilih ya?,2024-03-15T06:45:45.000Z,"NTB didn't vote, right?'",POSITIVE
moellermoe,Pembodohan,2024-03-15T07:05:38.000Z,b'Fooling',NEGATIVE
alpanjt.jubir,Hasil di luar akal sehat,2024-03-15T07:07:28.000Z,b'Results beyond common sense',NEGATIVE
khanza.npix,Bukan hasil  yang  allah lihat... tapi proses untuk mendapatkannya  yang  allah lihat. Sepertihalnya allah menanyakan darimana kamu dapatkan rizki  yang  kau gunakan untuk menafkahi keluargamu.bukan betapa rupiah  yang  kau gunakan untuk menafkahi keluargamu!!!!!,2024-03-15T07:40:00.000Z,b'It's not the results that Allah sees... but the process of getting them that Allah sees. It's like Allah asking where you get the rizki you use to support your family. Not how many rupiah you use to support your family!!!!!',NEGATIVE
willis_jakarta,Hurrraaaa,2024-03-15T07:49:45.000Z,b'Hurrraaaa',POSITIVE
juwenemile719,Yang kalah telak LEGOWO,2024-03-15T08:13:56.000Z,b'The one who lost badly LEGOWO',NEGATIVE
elmeiryatindrazahrein,Alhamdulillah  Bapak  menang❤❤❤. Pendukung 02 semakin didepan. Pendukung  yang  lain biarkan dibelakang😂😂😂,2024-03-15T09:07:27.000Z,b'Thank God you won. 02's supporters are getting ahead. Leave the other supporters behind',POSITIVE
muhamadabdulah99,Kita udah  tidak  percaya lagi dengan sistem demokrasi di Indonesia,2024-03-15T10:16:59.000Z,We no longer believe in the democratic system in Indonesia',NEGATIVE
lindapras_,Menyala jendral🔥😍,2024-03-15T10:28:33.000Z,b'Lighting up the general',POSITIVE
cappucino.fizzo,"Gmn  Bapak  tanggapannya? 03 : ""Kalian percaya hasilnya segitu?"" Klo 01 : ""Bagaimana kalau hasilnya berubah, kan bisa2 saja."" 😂",2024-03-15T10:45:53.000Z,"What's your response? 03 : ""Do you believe the results are like that?"" Clo 01: ""What if the results change, that's possible."" '",NEGATIVE
dwntgy,"saya kuat di jatim, mas anis kuat di dki..😂",2024-03-15T10:54:06.000Z,"I'm strong in East Java, Mas Anies is strong in DKI...'",POSITIVE
feri3ndriawan,Ini udah Jelas Prabowo Gibran Menang Telak. 21 Provinsi  saja  Udah menang lho. Sudah Memenuhi syarat 1 Putaran,2024-03-15T10:54:38.000Z,"b'It's clear that Prabowo Gibran won by a landslide. 21 Provinces alone have won, you know. Have Fulfilled the 1 Round Requirements'",POSITIVE
m.yogiprimadani,Jawa timur Prabowo total,2024-03-15T11:11:14.000Z,b East Java Prabowo total',NEGATIVE
asdarul2490,Alamat deh... 🫣,2024-03-15T11:34:09.000Z,b'Address...',POSITIVE
a.mirahiga,Jelas bangettt selisihnyaa🔥 masih mau koar2  pemilihan umum  ulang🥲,2024-03-15T11:38:26.000Z,b'It's clear that the difference is still going to be loud in the re-election',POSITIVE
idyal_patra,"Jadi inget waktu sekolah SD ""mengarang bebas""",2024-03-15T12:22:57.000Z,"b'So I remember when I was in elementary school ""composing freely""'",NEGATIVE
amril749,Kejelasan kalah telat minta hak angket😂,2024-03-15T13:05:25.000Z,b'Clarity lost late in requesting the right to inquiry',NEGATIVE
badangsss,"Curang ini fix, di yaman anies menang 150 juta suara.",2024-03-15T13:25:38.000Z,"b'This cheating is fixed, in Yemen Anies won 150 million votes.'",NEGATIVE
yazid3397,Kasihannn ganjar,2024-03-15T13:43:07.000Z,b'Poor reward',NEGATIVE
pram_riski,Siap siap  masyarakat  miskin makin  tidak  keurus,2024-03-15T14:03:46.000Z,b'Get ready for the poor to become increasingly unkempt',NEGATIVE
debyafriyoza,❤❤,2024-03-15T15:33:14.000Z,b'',POSITIVE
dandyq99,Selesai bola2😂,2024-03-15T15:41:43.000Z,Finished balls,POSITIVE
joel_hasan,Data diragukan kayaknya😂😂,2024-03-15T17:25:35.000Z,b'The data seems questionable',NEGATIVE
fahruel_maulana,"Itu curang cs, Kata sono😂😂",2024-03-15T19:09:47.000Z,"b'That's CS cheating, Sono said'",NEGATIVE
ahdizzairin,Salah infut kali koook,2024-03-15T20:23:32.000Z,"Wrong input, frog'",NEGATIVE
sriwahyuni.1310,Menyala abangku🔥🔥🔥,2024-03-15T20:47:53.000Z,b'Ignite my brother',POSITIVE
panji_tri_hatmojo,Selamat Jendral.,2024-03-15T21:47:26.000Z,Congratulations General.',POSITIVE
deya_deye,"Yg masih bilang curng itu  tidak  mau terima kalh, mending  tidak  isah nyapres",2024-03-15T22:34:58.000Z,"b'Those who still say they are cheating don't want to accept defeat, it's better not to run for president'",NEGATIVE
pradiansyahboesnan,dari awal  sudah  curang sampai akhir... tggu diakhirat,2024-03-15T22:55:00.000Z,b'from the beginning it was cheating until the end... waiting for the end',NEGATIVE
masalanabmnyu,Telak bos🔥,2024-03-16T00:26:17.000Z,b'Strike the boss',NEGATIVE
pribadi_kusumodriyo,Yg teriak teriak DKI ama DIY  e ternyata......,2024-03-16T00:38:33.000Z,b'Those who shouted DKI and DIY apparently......',NEGATIVE
hanajh_07,Jawatimur 16 jt😍😍😍😍,2024-03-16T01:14:45.000Z,b'East Java 16 million',POSITIVE
fick131810,Ane  tidak  nya?,2024-03-16T01:32:39.000Z,b'Ane or not?',NEGATIVE
weeasih,Semua prabowo... Terus salah nya dimana... Mau diulang gimana....,2024-03-16T01:49:26.000Z,b'Everyone Prabowo... Then where did he go wrong... How do you want to repeat it...',NEGATIVE
sahayana.s,Kamu percaya suara saya segitu?,2024-03-16T01:55:47.000Z,Do you believe my voice that much?',POSITIVE
